"","Hour","variable","value"
"2277",21,"2017-01-03","0.0"
"2278",22,"2017-01-03","0.0"
"2279",23,"2017-01-03","0.0"
"2280",24,"2017-01-03","0.0"
"2281",1,"2017-01-04","0.0"
"2282",2,"2017-01-04","0.0"
"2283",3,"2017-01-04","0.0"
"2284",4,"2017-01-04","0.0"
"2285",5,"2017-01-04","0.0"
"2286",6,"2017-01-04","0.0"
"2287",7,"2017-01-04","0.0"
"2288",8,"2017-01-04","0.0"
"2289",9,"2017-01-04","0.0"
"2290",10,"2017-01-04","0.0"
"2291",11,"2017-01-04","0.0"
"2292",12,"2017-01-04","0.0"
"2293",13,"2017-01-04","0.0"
"2294",14,"2017-01-04","0.0"
"2295",15,"2017-01-04","0.0"
"2296",16,"2017-01-04","0.0"
"2297",17,"2017-01-04","0.0"
"2298",18,"2017-01-04","0.0"
"2299",19,"2017-01-04","0.0"
"2300",20,"2017-01-04","0.0"
"2301",21,"2017-01-04","0.0"
"2302",22,"2017-01-04","0.0"
"2303",23,"2017-01-04","0.0"
"2304",24,"2017-01-04","0.0"
"2305",1,"2017-01-05","0.0"
"2306",2,"2017-01-05","0.0"
"2307",3,"2017-01-05","0.0"
"2308",4,"2017-01-05","0.0"
"2309",5,"2017-01-05","0.0"
"2310",6,"2017-01-05","0.0"
"2311",7,"2017-01-05","0.0"
"2312",8,"2017-01-05","0.0"
"2313",9,"2017-01-05","0.0"
"2314",10,"2017-01-05","0.0"
"2315",11,"2017-01-05","0.0"
"2316",12,"2017-01-05","0.0"
"2317",13,"2017-01-05","0.0"
"2318",14,"2017-01-05","0.0"
"2319",15,"2017-01-05","0.0"
"2320",16,"2017-01-05","0.0"
"2321",17,"2017-01-05","0.0"
"2322",18,"2017-01-05","0.0"
"2323",19,"2017-01-05","0.0"
"2324",20,"2017-01-05","0.0"
"2325",21,"2017-01-05","0.0"
"2326",22,"2017-01-05","0.0"
"2327",23,"2017-01-05","0.0"
"2328",24,"2017-01-05","0.0"
"2329",1,"2017-01-06","0.0"
"2330",2,"2017-01-06","0.0"
"2331",3,"2017-01-06","0.0"
"2332",4,"2017-01-06","0.0"
"2333",5,"2017-01-06","0.0"
"2334",6,"2017-01-06","0.0"
"2335",7,"2017-01-06","0.0"
"2336",8,"2017-01-06","0.0"
"2337",9,"2017-01-06","0.0"
"2338",10,"2017-01-06","0.0"
"2339",11,"2017-01-06","0.0"
"2340",12,"2017-01-06","0.0"
"2341",13,"2017-01-06","0.0"
"2342",14,"2017-01-06","0.0"
"2343",15,"2017-01-06","0.0"
"2344",16,"2017-01-06","0.0"
"2345",17,"2017-01-06","0.0"
"2346",18,"2017-01-06","0.0"
"2347",19,"2017-01-06","0.0"
"2348",20,"2017-01-06","0.0"
"2349",21,"2017-01-06","0.0"
"2350",22,"2017-01-06","0.0"
"2351",23,"2017-01-06","0.0"
"2352",24,"2017-01-06","0.0"
"2353",1,"2017-01-07","0.0"
"2354",2,"2017-01-07","0.0"
"2355",3,"2017-01-07","0.0"
"2356",4,"2017-01-07","0.0"
"2357",5,"2017-01-07","0.0"
"2358",6,"2017-01-07","0.0"
"2359",7,"2017-01-07","0.0"
"2360",8,"2017-01-07","0.0"
"2361",9,"2017-01-07","0.0"
"2362",10,"2017-01-07","0.0"
"2363",11,"2017-01-07","0.0"
"2364",12,"2017-01-07","0.0"
"2365",13,"2017-01-07","0.0"
"2366",14,"2017-01-07","0.0"
"2367",15,"2017-01-07","0.0"
"2368",16,"2017-01-07","0.0"
"2369",17,"2017-01-07","0.0"
"2370",18,"2017-01-07","0.0"
"2371",19,"2017-01-07","0.0"
"2372",20,"2017-01-07","0.0"
"2373",21,"2017-01-07","0.0"
"2374",22,"2017-01-07","0.0"
"2375",23,"2017-01-07","0.0"
"2376",24,"2017-01-07","0.0"
"2377",1,"2017-01-08","0.0"
"2378",2,"2017-01-08","0.0"
"2379",3,"2017-01-08","0.0"
"2380",4,"2017-01-08","0.0"
"2381",5,"2017-01-08","0.0"
"2382",6,"2017-01-08","0.0"
"2383",7,"2017-01-08","0.0"
"2384",8,"2017-01-08","0.0"
"2385",9,"2017-01-08","0.0"
"2386",10,"2017-01-08","0.0"
"2387",11,"2017-01-08","0.0"
"2388",12,"2017-01-08","0.0"
"2389",13,"2017-01-08","0.0"
"2390",14,"2017-01-08","0.0"
"2391",15,"2017-01-08","0.0"
"2392",16,"2017-01-08","0.0"
"2393",17,"2017-01-08","0.0"
"2394",18,"2017-01-08","0.0"
"2395",19,"2017-01-08","0.0"
"2396",20,"2017-01-08","0.0"
"2397",21,"2017-01-08","0.0"
"2398",22,"2017-01-08","0.0"
"2399",23,"2017-01-08","0.0"
"2400",24,"2017-01-08","0.0"
"2401",1,"2017-01-09","0.0"
"2402",2,"2017-01-09","0.0"
"2403",3,"2017-01-09","0.0"
"2404",4,"2017-01-09","0.0"
"2405",5,"2017-01-09","0.0"
"2406",6,"2017-01-09","0.0"
"2407",7,"2017-01-09","0.0"
"2408",8,"2017-01-09","0.0"
"2409",9,"2017-01-09","0.0"
"2410",10,"2017-01-09","0.0"
"2411",11,"2017-01-09","0.0"
"2412",12,"2017-01-09","0.0"
"2413",13,"2017-01-09","0.0"
"2414",14,"2017-01-09","0.0"
"2415",15,"2017-01-09","0.0"
"2416",16,"2017-01-09","0.0"
"2417",17,"2017-01-09","0.0"
"2418",18,"2017-01-09","0.0"
"2419",19,"2017-01-09","0.0"
"2420",20,"2017-01-09","0.0"
"2421",21,"2017-01-09","0.0"
"2422",22,"2017-01-09","0.0"
"2423",23,"2017-01-09","0.0"
"2424",24,"2017-01-09","0.0"
"2425",1,"2017-01-10","0.0"
"2426",2,"2017-01-10","0.0"
"2427",3,"2017-01-10","0.0"
"2428",4,"2017-01-10","0.0"
"2429",5,"2017-01-10","0.0"
"2430",6,"2017-01-10","0.0"
"2431",7,"2017-01-10","0.0"
"2432",8,"2017-01-10","0.0"
"2433",9,"2017-01-10","0.0"
"2434",10,"2017-01-10","0.0"
"2435",11,"2017-01-10","0.0"
"2436",12,"2017-01-10","0.0"
"2437",13,"2017-01-10","0.0"
"2438",14,"2017-01-10","0.0"
"2439",15,"2017-01-10","0.0"
"2440",16,"2017-01-10","0.0"
"2441",17,"2017-01-10","0.0"
"2442",18,"2017-01-10","0.0"
"2443",19,"2017-01-10","0.0"
"2444",20,"2017-01-10","0.0"
"2445",21,"2017-01-10","0.0"
"2446",22,"2017-01-10","0.0"
"2447",23,"2017-01-10","0.0"
"2448",24,"2017-01-10","0.0"
"2449",1,"2017-01-11","0.0"
"2450",2,"2017-01-11","0.0"
"2451",3,"2017-01-11","0.0"
"2452",4,"2017-01-11","0.0"
"2453",5,"2017-01-11","0.0"
"2454",6,"2017-01-11","0.0"
"2455",7,"2017-01-11","0.0"
"2456",8,"2017-01-11","0.0"
"2457",9,"2017-01-11","0.0"
"2458",10,"2017-01-11","0.0"
"2459",11,"2017-01-11","0.0"
"2460",12,"2017-01-11","0.0"
"2461",13,"2017-01-11","0.0"
"2462",14,"2017-01-11","0.0"
"2463",15,"2017-01-11","0.0"
"2464",16,"2017-01-11","0.0"
"2465",17,"2017-01-11","0.0"
"2466",18,"2017-01-11","0.0"
"2467",19,"2017-01-11","0.0"
"2468",20,"2017-01-11","0.0"
"2469",21,"2017-01-11","0.0"
"2470",22,"2017-01-11","0.0"
"2471",23,"2017-01-11","0.0"
"2472",24,"2017-01-11","0.0"
"2473",1,"2017-01-12","0.0"
"2474",2,"2017-01-12","0.0"
"2475",3,"2017-01-12","0.0"
"2476",4,"2017-01-12","0.0"
"2477",5,"2017-01-12","0.0"
"2478",6,"2017-01-12","0.0"
"2479",7,"2017-01-12","0.0"
"2480",8,"2017-01-12","0.0"
"2481",9,"2017-01-12","0.0"
"2482",10,"2017-01-12","0.0"
"2483",11,"2017-01-12","0.0"
"2484",12,"2017-01-12","0.0"
"2485",13,"2017-01-12","0.0"
"2486",14,"2017-01-12","0.0"
"2487",15,"2017-01-12","0.0"
"2488",16,"2017-01-12","0.0"
"2489",17,"2017-01-12","0.0"
"2490",18,"2017-01-12","0.0"
"2491",19,"2017-01-12","0.0"
"2492",20,"2017-01-12","0.0"
"2493",21,"2017-01-12","0.0"
"2494",22,"2017-01-12","0.0"
"2495",23,"2017-01-12","0.0"
"2496",24,"2017-01-12","0.0"
"2497",1,"2017-01-13","0.0"
"2498",2,"2017-01-13","0.0"
"2499",3,"2017-01-13","0.0"
"2500",4,"2017-01-13","0.0"
"2501",5,"2017-01-13","0.0"
"2502",6,"2017-01-13","0.0"
"2503",7,"2017-01-13","0.0"
"2504",8,"2017-01-13","0.0"
"2505",9,"2017-01-13","0.0"
"2506",10,"2017-01-13","0.0"
"2507",11,"2017-01-13","0.0"
"2508",12,"2017-01-13","0.0"
"2509",13,"2017-01-13","0.0"
"2510",14,"2017-01-13","0.0"
"2511",15,"2017-01-13","0.5"
"2512",16,"2017-01-13","0.5"
"2513",17,"2017-01-13","1.0"
"2514",18,"2017-01-13","1.0"
"2515",19,"2017-01-13","0.0"
"2516",20,"2017-01-13","0.0"
"2517",21,"2017-01-13","0.0"
"2518",22,"2017-01-13","1.0"
"2519",23,"2017-01-13","0.0"
"2520",24,"2017-01-13","0.0"
"2521",1,"2017-01-14","1.0"
"2522",2,"2017-01-14","1.0"
"2523",3,"2017-01-14","1.5"
"2524",4,"2017-01-14","1.5"
"2525",5,"2017-01-14","2.5"
"2526",6,"2017-01-14","0.0"
"2527",7,"2017-01-14","5.0"
"2528",8,"2017-01-14","3.5"
"2529",9,"2017-01-14","2.5"
"2530",10,"2017-01-14","0.0"
"2531",11,"2017-01-14","0.5"
"2532",12,"2017-01-14","0.0"
"2533",13,"2017-01-14","0.0"
"2534",14,"2017-01-14","0.0"
"2535",15,"2017-01-14","0.0"
"2536",16,"2017-01-14","0.0"
"2537",17,"2017-01-14","0.0"
"2538",18,"2017-01-14","0.0"
"2539",19,"2017-01-14","0.0"
"2540",20,"2017-01-14","0.0"
"2541",21,"2017-01-14","0.0"
"2542",22,"2017-01-14","0.0"
"2543",23,"2017-01-14","0.0"
"2544",24,"2017-01-14","0.5"
"2545",1,"2017-01-15","0.5"
"2546",2,"2017-01-15","0.0"
"2547",3,"2017-01-15","0.0"
"2548",4,"2017-01-15","0.5"
"2549",5,"2017-01-15","0.0"
"2550",6,"2017-01-15","0.0"
"2551",7,"2017-01-15","0.0"
"2552",8,"2017-01-15","0.0"
"2553",9,"2017-01-15","0.0"
"2554",10,"2017-01-15","0.0"
"2555",11,"2017-01-15","0.0"
"2556",12,"2017-01-15","0.0"
"2557",13,"2017-01-15","0.0"
"2558",14,"2017-01-15","0.0"
"2559",15,"2017-01-15","0.0"
"2560",16,"2017-01-15","0.0"
"2561",17,"2017-01-15","0.0"
"2562",18,"2017-01-15","0.0"
"2563",19,"2017-01-15","0.0"
"2564",20,"2017-01-15","0.0"
"2565",21,"2017-01-15","0.0"
"2566",22,"2017-01-15","0.0"
"2567",23,"2017-01-15","0.5"
"2568",24,"2017-01-15","0.0"
"2569",1,"2017-01-16","0.5"
"2570",2,"2017-01-16","0.0"
"2571",3,"2017-01-16","0.0"
"2572",4,"2017-01-16","0.0"
"2573",5,"2017-01-16","0.0"
"2574",6,"2017-01-16","0.0"
"2575",7,"2017-01-16","0.0"
"2576",8,"2017-01-16","0.0"
"2577",9,"2017-01-16","0.0"
"2578",10,"2017-01-16","0.0"
"2579",11,"2017-01-16","0.0"
"2580",12,"2017-01-16","0.0"
"2581",13,"2017-01-16","0.0"
"2582",14,"2017-01-16","0.0"
"2583",15,"2017-01-16","0.0"
"2584",16,"2017-01-16","0.0"
"2585",17,"2017-01-16","0.0"
"2586",18,"2017-01-16","0.0"
"2587",19,"2017-01-16","0.0"
"2588",20,"2017-01-16","0.0"
"2589",21,"2017-01-16","0.0"
"2590",22,"2017-01-16","0.0"
"2591",23,"2017-01-16","0.0"
"2592",24,"2017-01-16","0.0"
